,city,company,level,location,state,title,coordinates
533.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
534.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
535.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
536.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
537.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
538.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
539.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
54.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
540.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
541.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
542.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
543.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
544.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
545.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
546.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
547.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
548.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
549.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
55.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
550.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
551.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
552.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
553.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
554.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
555.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
556.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
557.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
558.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
559.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
56.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
560.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
561.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
562.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
563.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
564.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
565.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
566.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
567.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
568.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
569.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
57.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
570.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
571.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
572.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
573.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
574.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
575.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
576.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
577.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
578.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
579.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
58.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
580.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
581.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
582.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
583.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
584.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
585.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
586.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
587.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
588.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
589.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
59.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
590.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
591.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
592.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
593.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
594.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
595.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
596.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
597.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
598.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
599.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
6.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
60.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
600.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
601.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
602.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
603.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
604.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
605.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
606.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
607.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
608.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
609.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
61.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
610.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
611.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
612.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
613.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
614.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
615.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
616.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
617.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
618.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
619.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
62.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
620.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
621.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
622.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
623.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
624.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
625.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
626.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
627.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
628.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
629.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
63.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
630.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
631.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
632.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
633.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
634.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
635.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
636.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
637.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
638.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
639.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
64.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
640.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
641.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
642.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
643.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
644.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
645.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
646.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
647.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
648.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
649.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
65.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
650.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
651.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
652.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
653.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
654.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
655.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
656.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
657.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
658.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
659.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
66.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
660.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
661.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
662.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
663.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
664.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
665.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
666.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
667.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
668.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
669.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
67.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
670.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
671.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
672.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
673.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
674.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
675.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
676.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
677.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
678.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
679.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
68.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
680.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
681.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
682.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
683.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
684.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
685.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
686.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
687.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
688.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
689.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
69.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
690.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
691.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
692.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
693.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
694.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
695.0,Fort George G Meade,National Security Agency,midlevel,"Fort George G Meade, MD",MD,Data Scientist,"(39.10517, -76.7476151974745)"
696.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
697.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
698.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
699.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
7.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
70.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
700.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
701.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
702.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
703.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
704.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
705.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
706.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
707.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
708.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
709.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
71.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
710.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
711.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
712.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
713.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
714.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
715.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
716.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
717.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
718.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
719.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
72.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
720.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
721.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
722.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
723.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
724.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
725.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
726.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
727.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
728.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
729.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
73.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
730.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
731.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
732.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
733.0,Irvine,CoreLogic,midlevel,"Irvine, CA",CA,Data Scientist,"(33.6856969, -117.8259818)"
734.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
735.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
736.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
737.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
738.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
739.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
74.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
740.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
741.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
742.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
743.0,San Francisco,Indeed,midlevel,"San Francisco, CA",CA,Data Scientist,"(37.7792808, -122.4192362)"
744.0,Austin,General Motors,midlevel,"Austin, TX",TX,Data Scientist,"(30.2711286, -97.7436994)"
745.0,San Jose,Ariosa Diagnostics,midlevel,"San Jose, CA",CA,Data Scientist,"(37.3361905, -121.8905832)"
